;Unnamed: 0;order_id;quantity;item_name;choice_description;item_price
1162;1162;479;1;Side of Chips;;$1.69 
1163;1163;480;1;Chicken Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice]];$8.75 
1164;1164;480;1;Chips;;$2.15 
1165;1165;480;1;Canned Soft Drink;[Diet Coke];$1.25 
1166;1166;481;2;Chicken Burrito;[Fresh Tomato Salsa, Rice];$17.50 
1167;1167;481;1;6 Pack Soft Drink;[Coke];$6.49 
1168;1168;481;1;Steak Crispy Tacos;[Tomatillo Red Chili Salsa, Rice];$9.25 
1169;1169;481;1;Chips;;$2.15 
1170;1170;482;1;Chicken Burrito;[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]];$8.75 
1171;1171;482;1;Chips and Guacamole;;$4.45 
1172;1172;482;1;Chicken Bowl;[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]];$8.75 
1173;1173;482;1;Canned Soft Drink;[Coke];$1.25 
1174;1174;483;1;Barbacoa Bowl;[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese, Guacamole]];$11.48 
1175;1175;483;1;Barbacoa Bowl;[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]];$11.48 
1176;1176;484;1;Steak Bowl;[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream]];$8.99 
1177;1177;484;2;Bottled Water;;$2.18 
1178;1178;485;1;Chicken Bowl;[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Fajita Veggies]];$8.49 
1179;1179;485;1;Barbacoa Bowl;[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Fajita Veggies]];$8.99 
1180;1180;485;1;Chips and Roasted Chili-Corn Salsa;;$2.39 
1181;1181;485;1;Chips and Tomatillo-Red Chili Salsa;;$2.39 
1182;1182;485;2;Bottled Water;;$2.18 
1183;1183;486;1;Chicken Bowl;[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]];$8.75 
1184;1184;486;1;Chips and Guacamole;;$4.45 
1185;1185;487;1;Chicken Burrito;[Fresh Tomato Salsa, [Lettuce, Guacamole, Rice, Cheese, Fajita Vegetables, Sour Cream]];$11.25 
1186;1186;487;1;Carnitas Soft Tacos;[Roasted Chili Corn Salsa];$9.25 
1187;1187;488;1;Barbacoa Burrito;[Fresh Tomato Salsa, [Rice, Cheese]];$9.25 
1188;1188;488;1;Chicken Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]];$11.25 
1189;1189;488;1;Chicken Salad Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
1190;1190;488;1;Chips and Guacamole;;$4.45 
1191;1191;488;1;Chips and Tomatillo Red Chili Salsa;;$2.95 
1192;1192;488;1;Steak Bowl;[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]];$11.75 
1193;1193;489;1;Veggie Burrito;[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]];$8.49 
1194;1194;489;1;Chicken Soft Tacos;[Fresh Tomato Salsa (Mild), [Pinto Beans, Cheese, Sour Cream]];$8.49 
1195;1195;490;1;Carnitas Crispy Tacos;[Tomatillo-Green Chili Salsa (Medium), [Fajita Veggies, Cheese, Lettuce]];$8.99 
1196;1196;490;1;Side of Chips;;$1.69 
1197;1197;491;1;Carnitas Burrito;[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]];$9.25 
1198;1198;491;1;Chicken Bowl;[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Guacamole]];$11.25 
1199;1199;491;1;Steak Burrito;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.75 
1200;1200;491;1;Carnitas Bowl;[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream]];$9.25 
1201;1201;491;1;Chicken Burrito;[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]];$8.75 
1202;1202;491;1;Barbacoa Burrito;[Fresh Tomato Salsa, [Rice, Pinto Beans, Guacamole, Lettuce]];$11.75 
1203;1203;491;1;Chicken Burrito;[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]];$8.75 
1204;1204;491;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]];$8.75 
1205;1205;491;1;Chicken Bowl;[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]];$11.25 
1206;1206;491;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole]];$11.25 
1207;1207;492;1;Chicken Bowl;[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole]];$10.98 
1208;1208;493;1;Chicken Burrito;[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
1209;1209;493;1;Chips and Guacamole;;$4.45 
1210;1210;494;1;Chicken Bowl;[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole]];$10.98 
1211;1211;494;1;Chicken Burrito;[Roasted Chili Corn Salsa (Medium), [Rice, Cheese, Sour Cream]];$8.49 
1212;1212;495;1;Carnitas Bowl;[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]];$8.99 
1213;1213;495;1;Izze;[Clementine];$3.39 
1214;1214;496;1;Chips and Guacamole;;$3.99 
1215;1215;496;1;Steak Burrito;[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Lettuce]];$8.99 
1216;1216;496;1;Canned Soda;[Diet Coke];$1.09 
1217;1217;496;1;Canned Soda;[Diet Dr. Pepper];$1.09 
1218;1218;496;1;Chips and Tomatillo-Green Chili Salsa;;$2.39 
1219;1219;497;2;Chicken Burrito;[Tomatillo Red Chili Salsa, [Cheese, Rice, Black Beans]];$17.50 
1220;1220;497;1;Chips and Guacamole;;$4.45 
1221;1221;498;1;Chicken Bowl;[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Guacamole]];$11.25 
1222;1222;498;1;Chicken Bowl;[Tomatillo Green Chili Salsa, [Rice, Cheese, Guacamole, Lettuce]];$11.25 
1223;1223;498;1;Chips and Guacamole;;$4.45 
1224;1224;499;1;Steak Bowl;[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream]];$9.25 
1225;1225;499;1;Chips and Guacamole;;$4.45 
1226;1226;500;1;Chicken Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice]];$8.75 
1227;1227;500;1;Chips;;$2.15 
1228;1228;500;1;Canned Soft Drink;[Diet Coke];$1.25 
1229;1229;501;1;Barbacoa Salad Bowl;[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]];$11.89 
1230;1230;501;1;Chips and Fresh Tomato Salsa;;$2.95 
1231;1231;502;1;Steak Burrito;[Roasted Chili Corn Salsa, [Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.75 
1232;1232;502;1;Canned Soft Drink;[Diet Coke];$1.25 
1233;1233;503;1;Chicken Burrito;[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
1234;1234;503;1;Chips and Guacamole;;$4.45 
1235;1235;504;1;Barbacoa Bowl;[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese, Guacamole]];$11.48 
1236;1236;504;1;Barbacoa Bowl;[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]];$11.48 
1237;1237;505;1;Chips and Fresh Tomato Salsa;;$2.95 
1238;1238;505;1;Carnitas Burrito;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]];$9.25 
1239;1239;506;1;Chicken Burrito;[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Lettuce]];$8.75 
1240;1240;506;1;Barbacoa Soft Tacos;[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]];$9.25 
1241;1241;506;1;Chips and Fresh Tomato Salsa;;$2.95 
1242;1242;507;1;Veggie Bowl;[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
1243;1243;507;1;Canned Soft Drink;[Lemonade];$1.25 
1244;1244;507;1;Carnitas Bowl;[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]];$11.75 
1245;1245;507;1;Canned Soft Drink;[Lemonade];$1.25 
1246;1246;508;1;Steak Bowl;[Fresh Tomato Salsa (Mild), [Rice, Cheese]];$8.99 
1247;1247;508;1;Chips and Fresh Tomato Salsa;;$2.39 
1248;1248;509;1;Canned Soft Drink;[Diet Coke];$1.25 
1249;1249;509;1;Chicken Soft Tacos;[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]];$11.25 
1250;1250;509;1;Canned Soft Drink;[Coke];$1.25 
1251;1251;509;1;Chicken Burrito;[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole]];$11.25 
1252;1252;510;1;Veggie Burrito;[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]];$8.49 
1253;1253;510;1;Chips and Guacamole;;$3.99 
1254;1254;511;4;Chicken Burrito;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]];$35.00 
1255;1255;511;3;Steak Burrito;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]];$27.75 
1256;1256;511;1;Veggie Burrito;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]];$8.75 
1257;1257;511;4;Chips and Fresh Tomato Salsa;;$11.80 
1258;1258;511;2;Chips and Guacamole;;$8.90 
1259;1259;511;2;Chips and Tomatillo Green Chili Salsa;;$5.90 
1260;1260;511;1;6 Pack Soft Drink;[Coke];$6.49 
1261;1261;512;1;Veggie Burrito;[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]];$10.98 
1262;1262;513;2;Steak Burrito;[[Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Sour Cream]];$17.98 
1263;1263;513;1;Chips and Tomatillo-Green Chili Salsa;;$2.39 
1264;1264;514;1;Barbacoa Bowl;[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Lettuce]];$9.25 
1265;1265;514;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Black Beans]];$8.75 
1266;1266;514;1;Chips;;$2.15 
1267;1267;515;1;Chicken Soft Tacos;[Roasted Chili Corn Salsa, [Rice, Cheese]];$8.75 
1268;1268;515;1;Chips and Guacamole;;$4.45 
1269;1269;516;1;Chicken Burrito;[Fresh Tomato Salsa (Mild), [Rice, Cheese, Lettuce]];$8.49 
1270;1270;516;1;Side of Chips;;$1.69 
1271;1271;517;1;Chicken Burrito;[Tomatillo Red Chili (Hot), [Lettuce, Rice, Cheese]];$8.19 
1272;1272;517;1;Steak Burrito;[Tomatillo Red Chili (Hot), [Lettuce, Rice, Sour Cream, Cheese]];$8.69 
1273;1273;518;1;Chicken Burrito;[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]];$10.98 
1274;1274;519;1;Chips and Guacamole;;$3.99 
1275;1275;519;1;Steak Burrito;[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Guacamole, Lettuce]];$11.48 
1276;1276;519;1;Steak Burrito;[Fresh Tomato Salsa (Mild), [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.48 
1277;1277;520;1;Chips and Guacamole;;$4.45 
1278;1278;520;1;Chicken Soft Tacos;[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce]];$8.75 
1279;1279;520;1;6 Pack Soft Drink;[Sprite];$6.49 
1280;1280;521;1;Chicken Burrito;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]];$8.75 
1281;1281;521;1;Chicken Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice]];$8.75 
1282;1282;522;1;Steak Burrito;[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese]];$9.25 
1283;1283;522;1;Canned Soft Drink;[Diet Coke];$1.25 
1284;1284;522;1;Chips and Guacamole;;$4.45 
1285;1285;523;1;Chicken Burrito;[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese]];$8.49 
1286;1286;523;1;Side of Chips;;$1.69 
1287;1287;524;1;Carnitas Burrito;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]];$9.25 
1288;1288;524;1;Chips and Guacamole;;$4.45 
1289;1289;525;1;Steak Burrito;[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Lettuce, Black Beans, Sour Cream, Cheese, Rice, Fajita Veggies, Pinto Beans]];$8.99 
1290;1290;525;1;Canned Soda;[Sprite];$1.09 
1291;1291;526;1;Chicken Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
1292;1292;526;1;Chips and Roasted Chili Corn Salsa;;$2.95 
1293;1293;527;1;Steak Bowl;[Fresh Tomato (Mild), [Guacamole, Lettuce, Pinto Beans, Rice, Sour Cream, Cheese]];$11.08 
1294;1294;527;1;Carnitas Bowl;[Fresh Tomato (Mild), [Guacamole, Lettuce, Rice, Sour Cream, Cheese]];$11.08 
1295;1295;527;1;Chips and Guacamole;;$3.89 
1296;1296;528;1;Chicken Bowl;[Fresh Tomato Salsa (Mild), [Rice, Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce]];$10.98 
1297;1297;529;1;Veggie Bowl;[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]];$11.25 
1298;1298;529;1;Chicken Bowl;[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]];$8.75 
1299;1299;529;1;Chicken Bowl;[Roasted Chili Corn Salsa, [Fajita Vegetables, Black Beans, Guacamole]];$11.25 
1300;1300;530;1;Barbacoa Burrito;[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]];$9.25 
1301;1301;530;2;Chips;;$4.30 
1302;1302;530;1;Chicken Bowl;[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]];$8.75 
1303;1303;531;1;Chicken Bowl;[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]];$8.49 
1304;1304;531;1;Chips and Guacamole;;$3.99 
1305;1305;532;1;Side of Chips;;$1.69 
1306;1306;532;1;Steak Bowl;[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Lettuce, Cheese, Sour Cream]];$8.99 
1307;1307;533;1;Chicken Bowl;[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese]];$8.49 
1308;1308;533;1;Side of Chips;;$1.69 
1309;1309;534;1;Steak Burrito;[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole]];$11.75 
1310;1310;534;1;Chicken Burrito;[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]];$11.25 
1311;1311;534;1;Steak Salad Bowl;[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.89 
1312;1312;535;1;Steak Bowl;[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]];$9.25 
1313;1313;535;1;Chips and Tomatillo Red Chili Salsa;;$2.95 
1314;1314;535;1;Steak Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]];$9.25 
1315;1315;535;1;Chips and Fresh Tomato Salsa;;$2.95 
1316;1316;536;1;Veggie Salad Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]];$8.75 
1317;1317;536;1;Chips and Guacamole;;$4.45 
1318;1318;537;1;Chips and Guacamole;;$4.45 
1319;1319;537;1;Veggie Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]];$8.75 
1320;1320;538;1;Chicken Burrito;[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]];$10.98 
1321;1321;539;1;Steak Burrito;[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Rice, Cheese, Sour Cream, Guacamole]];$11.48 
1322;1322;539;1;Chicken Burrito;[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese]];$8.49 
1323;1323;540;1;Steak Burrito;[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]];$9.25 
1324;1324;540;1;Chips and Guacamole;;$4.45 
1325;1325;541;1;Steak Burrito;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]];$11.75 
1326;1326;541;1;Barbacoa Salad Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]];$11.89 
1327;1327;542;1;Steak Crispy Tacos;[Roasted Chili Corn Salsa (Medium), [Rice, Cheese, Lettuce]];$8.99 
1328;1328;542;1;Chicken Burrito;[Roasted Chili Corn Salsa (Medium), [Rice, Cheese, Lettuce]];$8.49 
1329;1329;543;1;Chicken Bowl;[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Sour Cream]];$8.75 
1330;1330;543;1;Steak Bowl;[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream]];$9.25 
1331;1331;544;1;Chicken Burrito;[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]];$8.75 
1332;1332;544;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]];$8.75 
1333;1333;545;1;Steak Burrito;[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]];$11.75 
1334;1334;545;1;Barbacoa Soft Tacos;[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Guacamole]];$11.75 
1335;1335;545;1;Chips and Guacamole;;$4.45 
1336;1336;546;1;Chicken Burrito;[Tomatillo Green Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]];$11.25 
1337;1337;546;1;Carnitas Burrito;[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]];$11.75 
1338;1338;546;2;Canned Soft Drink;[Coke];$2.50 
1339;1339;547;1;Steak Burrito;[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Sour Cream, Lettuce]];$8.99 
1340;1340;547;1;Side of Chips;;$1.69 
1341;1341;548;1;Carnitas Bowl;[Tomatillo Green Chili Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Guacamole]];$11.75 
1342;1342;548;1;Chips;;$2.15 
1343;1343;549;1;Canned Soft Drink;[Coke];$1.25 
1344;1344;549;1;Carnitas Bowl;[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]];$9.25 
1345;1345;549;1;Chicken Crispy Tacos;[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream, Lettuce]];$8.75 
1346;1346;549;2;Chips and Guacamole;;$8.90 
1347;1347;550;1;Barbacoa Bowl;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]];$9.25 
1348;1348;550;1;Chips and Tomatillo Red Chili Salsa;;$2.95 
1349;1349;551;1;Veggie Burrito;[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]];$8.75 
1350;1350;551;1;Chicken Burrito;[Tomatillo Green Chili Salsa, Guacamole];$11.25 
1351;1351;552;2;Chips and Guacamole;;$8.90 
1352;1352;552;1;Chicken Salad Bowl;[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]];$11.25 
1353;1353;552;1;Steak Soft Tacos;[Tomatillo Green Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]];$11.75 
1354;1354;553;1;Steak Bowl;[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Rice, Cheese, Sour Cream, Guacamole, Lettuce]];$11.48 
1355;1355;553;1;Side of Chips;;$1.69 
1356;1356;553;1;Nantucket Nectar;[Pomegranate Cherry];$3.39 
1357;1357;554;1;Barbacoa Bowl;[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]];$9.25 
1358;1358;554;1;Chips and Roasted Chili Corn Salsa;;$2.95 
1359;1359;555;1;Carnitas Bowl;[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]];$8.99 
1360;1360;555;1;Side of Chips;;$1.69 
1361;1361;555;1;Chicken Soft Tacos;[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Cheese, Sour Cream, Lettuce]];$8.49 
1362;1362;556;1;Chicken Burrito;[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]];$10.98 
1363;1363;557;1;Veggie Bowl;[Roasted Chili Corn Salsa, [Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
1364;1364;557;1;Chips and Fresh Tomato Salsa;;$2.95 
1365;1365;558;1;Steak Soft Tacos;[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]];$8.99 
1366;1366;558;1;Side of Chips;;$1.69 
1367;1367;559;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Fajita Vegetables]];$8.75 
1368;1368;559;1;Chips;;$2.15 
1369;1369;559;1;Canned Soft Drink;[Diet Coke];$1.25 
1370;1370;560;1;Chicken Bowl;[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]];$8.75 
1371;1371;560;1;Chips and Roasted Chili Corn Salsa;;$2.95 
1372;1372;560;1;Steak Burrito;[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce]];$9.25 
1373;1373;560;2;Canned Soft Drink;[Coke];$2.50 
1374;1374;561;1;Veggie Bowl;[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]];$11.25 
1375;1375;561;1;Canned Soft Drink;[Coke];$1.25 
1376;1376;561;1;Carnitas Bowl;[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]];$11.75 
1377;1377;561;2;Canned Soft Drink;[Lemonade];$2.50 
1378;1378;561;1;Chicken Bowl;[Tomatillo Green Chili Salsa, [Rice, Black Beans, Pinto Beans, Guacamole, Lettuce]];$11.25 
1379;1379;561;1;Bottled Water;;$1.50 
1380;1380;561;1;Chicken Soft Tacos;[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]];$8.75 
1381;1381;561;1;Canned Soft Drink;[Coke];$1.25 
1382;1382;561;1;Chips and Tomatillo Red Chili Salsa;;$2.95 
1383;1383;562;1;Barbacoa Bowl;[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies, Guacamole, Lettuce]];$11.48 
1384;1384;562;1;Steak Burrito;[Fresh Tomato Salsa (Mild), [Cheese, Sour Cream, Guacamole, Lettuce]];$11.48 
1385;1385;563;1;Chicken Bowl;[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream]];$8.75 
1386;1386;563;1;Chicken Bowl;[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]];$8.75 
1387;1387;563;1;Chips;;$2.15 
1388;1388;564;1;Steak Burrito;[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole]];$11.75 
1389;1389;564;1;Canned Soft Drink;[Diet Coke];$1.25 
1390;1390;565;1;Carnitas Soft Tacos;[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]];$9.25 
1391;1391;565;1;Barbacoa Soft Tacos;[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]];$9.25 
1392;1392;566;1;6 Pack Soft Drink;[Diet Coke];$6.49 
1393;1393;566;1;Carnitas Bowl;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]];$11.75 
1394;1394;567;1;Veggie Burrito;[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]];$8.49 
1395;1395;567;1;Veggie Soft Tacos;[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]];$8.49 
1396;1396;567;1;Canned Soda;[Coca Cola];$1.09 
1397;1397;568;1;Chicken Bowl;[Tomatillo-Green Chili Salsa (Medium), [Fajita Veggies, Cheese, Guacamole, Lettuce]];$10.98 
1398;1398;569;1;Chicken Burrito;[Fresh Tomato Salsa, [Fajita Vegetables, Rice]];$8.75 
1399;1399;569;1;Canned Soft Drink;[Diet Coke];$1.25 
1400;1400;569;1;Chips;;$2.15 
1401;1401;570;1;Chicken Bowl;[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]];$11.25 
1402;1402;570;1;Bottled Water;;$1.50 
1403;1403;571;1;Chicken Burrito;[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]];$11.25 
1404;1404;571;1;Veggie Bowl;[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Guacamole]];$11.25 
1405;1405;572;1;Chicken Bowl;[Roasted Chili Corn Salsa (Medium), [Rice, Cheese]];$8.49 
1406;1406;572;1;Chicken Burrito;[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]];$8.49 
1407;1407;573;1;Chicken Bowl;[Fresh Tomato Salsa, [Rice, Lettuce]];$8.75 
1408;1408;573;1;Bottled Water;;$1.50 
1409;1409;573;1;Canned Soft Drink;[Diet Coke];$1.25 
1410;1410;573;1;Bottled Water;;$1.50 
1411;1411;574;1;Chicken Bowl;[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese]];$8.75 
1412;1412;574;2;Canned Soft Drink;[Diet Coke];$2.50 
1413;1413;574;1;Chips;;$2.15 
1414;1414;575;1;Salad;[Brown Rice, Adobo-Marinated and Grilled Chicken, Vegetarian Black Beans];$7.40 
1415;1415;575;1;Salad;[White Rice, Adobo-Marinated and Grilled Chicken, Vegetarian Black Beans];$7.40 
